"X","Y"
"0.5004675213691328","0.0"
"0.5004677647114","0.00042426432314365825"
"0.5004684947378817","0.0008485280879991329"
"0.500469711447617","0.0012727907362789755"
"0.500471414839005","0.0016970517096972066"
"0.5004736049098042","0.00212131044997005"
"0.5004762816571325","0.0025455663988166698"
"0.5004794450774679","0.0029698189979599013"
"0.5004830951666474","0.003394067689126989"
"0.5004872319198679","0.0038183119140503194"
"0.5004918553316859","0.004242551114468157"
"0.5004969653960176","0.004666784732125377"
"0.5005025621061385","0.005091012208774201"
"0.5005086454546839","0.005515232986174931"
"0.5005152154336489","0.005939446506096686"
"0.5005222720343878","0.006363652210318136"
"0.5005298152476152","0.006787849540628232"
"0.5005378450634048","0.007212037938826944"
"0.5005463614711902","0.007636216846726004"
"0.5005553644597647","0.008060385706149621"
"0.5005648540172813","0.008484543958935236"
"0.5005748301312527","0.008908691046934241"
"0.5005852927885515","0.00933282641201272"
"0.5005962419754096","0.00975694949605219"
"0.5006076776774193","0.010181059740950318"
"0.5006195998795322","0.010605156588621675"
"0.50063200856606","0.01102923948099846"
"0.5006449037206744","0.01145330786003123"
"0.5006582853264061","0.011877361167689648"
"0.5006721533656469","0.012301398845963199"
"0.5006865078201475","0.012725420336861946"
"0.500701348671019","0.013149425082417244"
"0.5007166758987324","0.013573412524682494"
"0.5007324894831187","0.013997382105733853"
"0.5007487894033686","0.014421333267670984"
"0.5007655756380336","0.014845265452617802"
"0.5007828481650242","0.015269178102723178"
"0.5008006069616118","0.015693070660161693"
"0.5008188520044277","0.01611694256713437"
"0.500837583269463","0.016540793265869408"
"0.5008568007320696","0.016964622198622905"
"0.5008765043669592","0.01738842880767961"
"0.5008966941482038","0.017812212535353644"
"0.5009173700492359","0.018235972823989238"
"0.5009385320428479","0.018659709115961463"
"0.5009601801011928","0.019083420853676973"
"0.5009823141957841","0.019507107479574733"
"0.5010049342974957","0.01993076843612674"
"0.5010280403765617","0.020354403165838794"
"0.5010516324025769","0.020778011111251177"
"0.5010757103444967","0.02120159171493944"
"0.501100274170637","0.021625144419515102"
"0.5011253238486743","0.02204866866762639"
"0.5011508593456457","0.022472163901958993"
"0.5011768806279493","0.022895629565236764"
"0.5012033876613436","0.023319065100222476"
"0.5012303804109484","0.023742469949718546"
"0.5012578588412435","0.02416584355656776"
"0.5012858229160705","0.02458918536365404"
"0.5013142725986315","0.025012494813903132"
"0.5013432078514894","0.025435771350283364"
"0.5013726286365688","0.025859014415806382"
"0.5014025349151547","0.02628222345352787"
"0.5014329266478935","0.0267053979065483"
"0.5014638037947929","0.027128537218013633"
"0.5014951663152218","0.027551640831116088"
"0.5015270141679102","0.02797470818909487"
"0.5015593473109496","0.028397738735236863"
"0.5015921657017932","0.02882073191287741"
"0.501625469297255","0.029243687165401024"
"0.5016592580535113","0.029666603936242136"
"0.5016935319260991","0.03008948166888579"
"0.5017282908699179","0.030512319806868405"
"0.5017635348392282","0.030935117793778538"
"0.5017992637876529","0.031357875073257525"
"0.501835477668176","0.031780591089000304"
"0.5018721764331442","0.032203265284756116"
"0.5019093600342652","0.03262589710432922"
"0.5019470284226097","0.033048485991579626"
"0.5019851815486097","0.033471031390423865"
"0.5020238193620596","0.03389353274483567"
"0.5020629418121162","0.034315989498846754"
"0.5021025488472981","0.0347384010965475"
"0.5021426404154868","0.03516076698208773"
"0.5021832164639258","0.0355830865996774"
"0.5022242769392212","0.03600535939358736"
"0.5022658217873416","0.03642758480815007"
"0.5023078509536183","0.03684976228776035"
"0.5023503643827453","0.03727189127687609"
"0.5023933620187792","0.037693971220018975"
"0.5024368438051395","0.03811600156177525"
"0.5024808096846087","0.038537981746796415"
"0.5025252595993325","0.038959911219799984"
"0.5025701934908189","0.039381789425570184"
"0.5026156112999398","0.03980361580895873"
"0.5026615129669301","0.040225389814885514"
"0.5027078984313877","0.04064711088833934"
"0.5027547676322743","0.041068778474378696"
"0.5028021205079148","0.041490392018132434"
"0.5028499569959977","0.04191195096480052"
"0.502898277033575","0.04233345475965476"
"0.5029470805570626","0.04275490284803955"
"0.5029963675022402","0.043176294675372595"
"0.503046137804251","0.0435976296871456"
"0.5030963913976025","0.04401890732892506"
"0.5031471282161661","0.04444012704635296"
"0.5031983481931777","0.044861288285147495"
"0.5032500512612367","0.04528239049110384"
"0.5033022373523073","0.04570343311009481"
"0.5033549063977178","0.04612441558807166"
"0.5034080583281616","0.04654533737106478"
"0.5034616930736959","0.04696619790518444"
"0.503515810563743","0.04738699663662148"
"0.5035704107270897","0.04780773301164806"
"0.503625493491888","0.048228406476618434"
"0.5036810587856545","0.048649016477969625"
"0.5037371065352712","0.04906956246222214"
"0.5037936366669847","0.04949004387598076"
"0.5038506491064074","0.04991046016593523"
"0.5039081437785169","0.05033081077886095"
"0.503966120607656","0.050751095161619804"
"0.5040245795175329","0.051171312761160805"
"0.5040835204312222","0.0515914630245208"
"0.5041429432711633","0.05201154539882535"
"0.504202847959162","0.05243155933128922"
"0.50426323441639","0.05285150426921736"
"0.5043241025633849","0.05327137966000542"
"0.5043854523200504","0.053691184951140586"
"0.5044472836056565","0.05411091959020234"
"0.5045095963388397","0.05453058302486308"
"0.5045723904376027","0.054950174702888904"
"0.5046356658193152","0.055369694072140374"
"0.5046994224007132","0.05578914058057316"
"0.5047636600978995","0.05620851367623883"
"0.5048283788263439","0.056627812807285564"
"0.5048935785008832","0.05704703742195883"
"0.5049592590357217","0.05746618696860222"
"0.50502542034443","0.05788526089565806"
"0.5050920623399471","0.05830425865166817"
"0.5051591849345787","0.05872317968527466"
"0.5052267880399985","0.059142023445220536"
"0.5052948715672478","0.059560789380350525"
"0.5053634354267356","0.05997947693961178"
"0.505432479528239","0.06039808557205454"
"0.505502003780903","0.06081661472683293"
"0.5055720080932409","0.06123506385320567"
"0.5056424923731342","0.06165343240053677"
"0.5057134565278327","0.06207171981829629"
"0.5057849004639552","0.06248992555606102"
"0.5058568240874884","0.06290804906351526"
"0.5059292273037886","0.06332608979045151"
"0.5060021100175806","0.06374404718677121"
"0.5060754721329579","0.06416192070248541"
"0.5061493135533839","0.06457970978771561"
"0.5062236341816907","0.06499741389269435"
"0.50629843392008","0.06541503246776603"
"0.5063737126701231","0.06583256496338759"
"0.5064494703327609","0.06625001083012921"
"0.506525706808304","0.06666736951867512"
"0.5066024219964331","0.06708464047982424"
"0.5066796157961991","0.06750182316449091"
"0.5067572881060227","0.06791891702370569"
"0.5068354388236952","0.06833592150861596"
"0.5069140678463783","0.06875283607048675"
"0.5069931750706043","0.0691696601607014"
"0.5070727603922761","0.06958639323076231"
"0.5071528237066678","0.07000303473229164"
"0.5072333649084242","0.07041958411703207"
"0.5073143838915615","0.0708360408368475"
"0.5073958805494669","0.0712524043437237"
"0.5074778547748994","0.07166867408976917"
"0.5075603064599891","0.07208484952721578"
"0.5076432354962381","0.07250093010841946"
"0.5077266417745205","0.07291691528586103"
"0.5078105251850822","0.07333280451214676"
"0.5078948856175411","0.07374859724000928"
"0.5079797229608877","0.07416429292230813"
"0.5080650371034846","0.07457989101203057"
"0.5081508279330674","0.07499539096229231"
"0.5082370953367441","0.07541079222633815"
"0.5083238392009957","0.07582609425754279"
"0.5084110594116762","0.07624129650941154"
"0.5084987558540126","0.0766563984355809"
"0.5085869284126057","0.07707139948981952"
"0.5086755769714293","0.07748629912602868"
"0.5087647014138311","0.0779010967982432"
"0.5088543016225324","0.078315791960632"
"0.5089443774796288","0.07873038406749894"
"0.5090349288665895","0.07914487257328348"
"0.5091259556642582","0.0795592569325614"
"0.5092174577528532","0.07997353660004557"
"0.5093094350119669","0.0803877110305865"
"0.5094018873205668","0.08080177967917336"
"0.5094948145569953","0.08121574200093439"
"0.5095882165989696","0.08162959745113775"
"0.5096820933235824","0.08204334548519229"
"0.5097764446073012","0.0824569855586482"
"0.5098712703259698","0.08287051712719767"
"0.5099665703548072","0.08328393964667576"
"0.5100623445684083","0.08369725257306095"
"0.5101585928407442","0.084110455362476"
"0.5102553150451619","0.08452354747118854"
"0.5103525110543852","0.08493652835561186"
"0.510450180740514","0.08534939747230566"
"0.5105483239750249","0.08576215427797666"
"0.5106469406287718","0.08617479822947938"
"0.5107460305719851","0.08658732878381684"
"0.5108455936742728","0.08699974539814131"
"0.51094562980462","0.08741204752975495"
"0.5110461388313896","0.08782423463611061"
"0.5111471206223219","0.08823630617481248"
"0.5112485750445352","0.0886482616036168"
"0.5113505019645261","0.08906010038043266"
"0.5114529012481692","0.08947182196332258"
"0.5115557727607175","0.08988342581050336"
"0.5116591163668027","0.0902949113803467"
"0.5117629319304355","0.09070627813137992"
"0.511867219315005","0.09111752552228673"
"0.5119719783832799","0.0915286530119079"
"0.5120772089974078","0.09193966005924194"
"0.5121829110189164","0.09235054612344587"
"0.5122890843087125","0.09276131066383597"
"0.512395728727083","0.09317195313988832"
